course_title,tags
Bootstrap 3 -> Profitable WordPress Theme Development!,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'Bootstrap', '3', '->', 'Profitable', 'WordPress', 'Theme', 'Development!']"
Intro to Git,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'Intro', 'to', 'Git']"
WordPress Domination #2: Leads & Scarcity,"['PaidCourse', 'PriceLow', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'WordPress', 'Domination', '#2:', 'Leads', '&', 'Scarcity']"
Learn How to Manage & Customize  Web Sites By Drupal CMS,"['PaidCourse', 'PriceMedium', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'Learn', 'How', 'to', 'Manage', '&', 'Customize', '', 'Web', 'Sites', 'By', 'Drupal', 'CMS']"
Using Modern JavaScript Today,"['PaidCourse', 'PriceVeryLow', 'IntermediateLevel', 'DurationLow', 'WebDevelopment', 'Using', 'Modern', 'JavaScript', 'Today']"
Up and Running with jQuery,"['FreeCourse', '', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'Up', 'and', 'Running', 'with', 'jQuery']"
Learn How To Build A Professional Web Site By Using Joomla,"['PaidCourse', 'PriceLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'Learn', 'How', 'To', 'Build', 'A', 'Professional', 'Web', 'Site', 'By', 'Using', 'Joomla']"
Power up HTML5 with JavaScript,"['PaidCourse', 'PriceLow', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'Power', 'up', 'HTML5', 'with', 'JavaScript']"
Node Package Manager Course: Build and Publish NPM Modules,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'Node', 'Package', 'Manager', 'Course:', 'Build', 'and', 'Publish', 'NPM', 'Modules']"
WordPress Look and Feel with Themes,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'WordPress', 'Look', 'and', 'Feel', 'with', 'Themes']"
PHP with Laravel for beginners - Become a Master in Laravel,"['PaidCourse', 'PriceHigh', 'AllLevels', 'DurationLow', 'WebDevelopment', 'PHP', 'with', 'Laravel', 'for', 'beginners', '-', 'Become', 'a', 'Master', 'in', 'Laravel']"
JavaScript 2017: Become Top Rated Web Developer,"['PaidCourse', 'PriceLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'JavaScript', '2017:', 'Become', 'Top', 'Rated', 'Web', 'Developer']"
The Complete Web Developer Bootcamp - Beginner to Expert,"['PaidCourse', 'PriceVeryHigh', 'AllLevels', 'DurationLow', 'WebDevelopment', 'The', 'Complete', 'Web', 'Developer', 'Bootcamp', '-', 'Beginner', 'to', 'Expert']"
Full-Stack Web Apps with Meteor and React,"['PaidCourse', 'PriceLow', 'AllLevels', 'DurationMedium', 'WebDevelopment', 'Full-Stack', 'Web', 'Apps', 'with', 'Meteor', 'and', 'React']"
Angular 4: From Theory to Practice & FREE E-Book,"['PaidCourse', 'PriceVeryHigh', 'IntermediateLevel', 'DurationLow', 'WebDevelopment', 'Angular', '4:', 'From', 'Theory', 'to', 'Practice', '&', 'FREE', 'E-Book']"
The Complete Sass & SCSS Course: From Beginner to Advanced,"['PaidCourse', 'PriceVeryHigh', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'The', 'Complete', 'Sass', '&', 'SCSS', 'Course:', 'From', 'Beginner', 'to', 'Advanced']"
Become a Certified Web Developer,"['PaidCourse', 'PriceLow', 'AllLevels', 'DurationLow', 'WebDevelopment', 'Become', 'a', 'Certified', 'Web', 'Developer']"
Become a Web Developer from Scratch,"['PaidCourse', 'PriceMedium', 'AllLevels', 'DurationLow', 'WebDevelopment', 'Become', 'a', 'Web', 'Developer', 'from', 'Scratch']"
Ultimate Angular 4 (previously Angular 2) with Bootstrap 4,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'Ultimate', 'Angular', '4', '(previously', 'Angular', '2)', 'with', 'Bootstrap', '4']"
The Ultimate Beginner's Guide to Django,"['PaidCourse', 'PriceVeryHigh', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'The', 'Ultimate', ""Beginner's"", 'Guide', 'to', 'Django']"
React JS - Mastering Redux,"['PaidCourse', 'PriceLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'React', 'JS', '-', 'Mastering', 'Redux']"
Professional Ruby on Rails Developer with Rails 5,"['PaidCourse', 'PriceVeryHigh', 'AllLevels', 'DurationLow', 'WebDevelopment', 'Professional', 'Ruby', 'on', 'Rails', 'Developer', 'with', 'Rails', '5']"
"Ruby on Rails 5 - BDD, RSpec and Capybara","['PaidCourse', 'PriceVeryHigh', 'AllLevels', 'DurationLow', 'WebDevelopment', 'Ruby', 'on', 'Rails', '5', '-', 'BDD,', 'RSpec', 'and', 'Capybara']"
Back to School Web Development and Programming Bundle,"['PaidCourse', 'PriceVeryHigh', 'BeginnerLevel', 'DurationMedium', 'WebDevelopment', 'Back', 'to', 'School', 'Web', 'Development', 'and', 'Programming', 'Bundle']"
Complete ASP NET MVC Web Development - Newbie to Ninja!,"['PaidCourse', 'PriceVeryHigh', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'Complete', 'ASP', 'NET', 'MVC', 'Web', 'Development', '-', 'Newbie', 'to', 'Ninja!']"
The Complete DevOps Engineer Course 2.0 - Java & Kubernetes,"['PaidCourse', 'PriceVeryHigh', 'AllLevels', 'DurationLow', 'WebDevelopment', 'The', 'Complete', 'DevOps', 'Engineer', 'Course', '2.0', '-', 'Java', '&', 'Kubernetes']"
All about NodeJS,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationLow', 'WebDevelopment', 'All', 'about', 'NodeJS']"
How To Create A Wordpress Website 2016 | NEW Divi Theme 3.0!,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'How', 'To', 'Create', 'A', 'Wordpress', 'Website', '2016', '|', 'NEW', 'Divi', 'Theme', '3.0!']"
The Complete jQuery Course - From Beginner to Professional!,"['PaidCourse', 'PriceVeryHigh', 'AllLevels', 'DurationLow', 'WebDevelopment', 'The', 'Complete', 'jQuery', 'Course', '-', 'From', 'Beginner', 'to', 'Professional!']"
Build a complete Fiverr clone with Node + Algolia + Paypal,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'Build', 'a', 'complete', 'Fiverr', 'clone', 'with', 'Node', '+', 'Algolia', '+', 'Paypal']"
The Ultimate Web Development Course,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationLow', 'WebDevelopment', 'The', 'Ultimate', 'Web', 'Development', 'Course']"
React From The Ground Up,"['PaidCourse', 'PriceHigh', 'AllLevels', 'DurationLow', 'WebDevelopment', 'React', 'From', 'The', 'Ground', 'Up']"
Javascript for Beginners Learn by Doing Practical Exercises,"['PaidCourse', 'PriceLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'Javascript', 'for', 'Beginners', 'Learn', 'by', 'Doing', 'Practical', 'Exercises']"
8 Beautiful Ruby on Rails Apps in 30 Days & TDD - Immersive ,"['PaidCourse', 'PriceLow', 'AllLevels', 'DurationLow', 'WebDevelopment', '8', 'Beautiful', 'Ruby', 'on', 'Rails', 'Apps', 'in', '30', 'Days', '&', 'TDD', '-', 'Immersive', '']"
Wordpress Website Mastery 2017,"['FreeCourse', '', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'Wordpress', 'Website', 'Mastery', '2017']"
How To Make an eCommerce Website With Wordpress 2017,"['FreeCourse', '', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'How', 'To', 'Make', 'an', 'eCommerce', 'Website', 'With', 'Wordpress', '2017']"
Mastering ASP.NET MVC 5 From Scratch Using C#,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationLow', 'WebDevelopment', 'Mastering', 'ASP.NET', 'MVC', '5', 'From', 'Scratch', 'Using', 'C#']"
Start Web Development with GIS Map in JavaScript,"['PaidCourse', 'PriceLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'Start', 'Web', 'Development', 'with', 'GIS', 'Map', 'in', 'JavaScript']"
Learn to Build Websites using Twitter Bootstrap,"['FreeCourse', '', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'Learn', 'to', 'Build', 'Websites', 'using', 'Twitter', 'Bootstrap']"
Web Development Tools the Pros Use: Code Productivity Hacks,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'Web', 'Development', 'Tools', 'the', 'Pros', 'Use:', 'Code', 'Productivity', 'Hacks']"
WordPress : An Overview,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'WordPress', ':', 'An', 'Overview']"
Create Startup Landing Page with Viral Marketing Strategies,"['FreeCourse', '', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'Create', 'Startup', 'Landing', 'Page', 'with', 'Viral', 'Marketing', 'Strategies']"
JavaScript : JavaScript Awesomeness,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'JavaScript', ':', 'JavaScript', 'Awesomeness']"
Mastering CSS 3.0 Selectors,"['FreeCourse', '', 'IntermediateLevel', 'DurationVeryLow', 'WebDevelopment', 'Mastering', 'CSS', '3.0', 'Selectors']"
WordPress Backup And Restore Fundamentals,"['FreeCourse', '', 'IntermediateLevel', 'DurationVeryLow', 'WebDevelopment', 'WordPress', 'Backup', 'And', 'Restore', 'Fundamentals']"
Learn HTML and CSS to make a Website,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'Learn', 'HTML', 'and', 'CSS', 'to', 'make', 'a', 'Website']"
1 Hour HTML,"['PaidCourse', 'PriceVeryHigh', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', '1', 'Hour', 'HTML']"
Angular 2 Crash Course with TypeScript,"['PaidCourse', 'PriceLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'Angular', '2', 'Crash', 'Course', 'with', 'TypeScript']"
Boost your website speed without any coding!,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'Boost', 'your', 'website', 'speed', 'without', 'any', 'coding!']"
Professional Rails Code Along,"['PaidCourse', 'PriceVeryLow', 'IntermediateLevel', 'DurationLow', 'WebDevelopment', 'Professional', 'Rails', 'Code', 'Along']"
ASP.NET Web API 2 Hands-On,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'ASP.NET', 'Web', 'API', '2', 'Hands-On']"
Create a MEAN App by Example - Full Stack Course,"['PaidCourse', 'PriceVeryLow', 'IntermediateLevel', 'DurationVeryLow', 'WebDevelopment', 'Create', 'a', 'MEAN', 'App', 'by', 'Example', '-', 'Full', 'Stack', 'Course']"
The Original Complete Web Developer Course.,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationLow', 'WebDevelopment', 'The', 'Original', 'Complete', 'Web', 'Developer', 'Course.']"
Angular 2 From The Ground Up,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationLow', 'WebDevelopment', 'Angular', '2', 'From', 'The', 'Ground', 'Up']"
Complete Web Development Course + Building 5 Websites!,"['PaidCourse', 'PriceVeryHigh', 'AllLevels', 'DurationLow', 'WebDevelopment', 'Complete', 'Web', 'Development', 'Course', '+', 'Building', '5', 'Websites!']"
WP Plugin Development - Build your own plugin!,"['PaidCourse', 'PriceVeryHigh', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'WP', 'Plugin', 'Development', '-', 'Build', 'your', 'own', 'plugin!']"
Sass: From Beginner to Advanced,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'Sass:', 'From', 'Beginner', 'to', 'Advanced']"
Build Flat Responsive Website from Scratch - Complete Course,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'Build', 'Flat', 'Responsive', 'Website', 'from', 'Scratch', '-', 'Complete', 'Course']"
Wordpress for Beginners - Build a Live Website from Scratch,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'Wordpress', 'for', 'Beginners', '-', 'Build', 'a', 'Live', 'Website', 'from', 'Scratch']"
"Essential JavaScript, jQuery and AngularJS Training","['PaidCourse', 'PriceVeryLow', 'IntermediateLevel', 'DurationVeryLow', 'WebDevelopment', 'Essential', 'JavaScript,', 'jQuery', 'and', 'AngularJS', 'Training']"
The Pro Ruby on Rails Starter,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'The', 'Pro', 'Ruby', 'on', 'Rails', 'Starter']"
Unit Testing AngularJS: Build Bugfree Apps That Always Work!,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'Unit', 'Testing', 'AngularJS:', 'Build', 'Bugfree', 'Apps', 'That', 'Always', 'Work!']"
WordPress Blog : Create a WordPress Website for Beginners,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'WordPress', 'Blog', ':', 'Create', 'a', 'WordPress', 'Website', 'for', 'Beginners']"
Introduction to HTML5 Canvas basics of drawing,"['PaidCourse', 'PriceVeryHigh', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'Introduction', 'to', 'HTML5', 'Canvas', 'basics', 'of', 'drawing']"
"Thoughtful Web Development Course: HTML, Vue.js, PHP, MySQL","['PaidCourse', 'PriceVeryHigh', 'AllLevels', 'DurationLow', 'WebDevelopment', 'Thoughtful', 'Web', 'Development', 'Course:', 'HTML,', 'Vue.js,', 'PHP,', 'MySQL']"
Kids Coding - Beginners CSS,"['PaidCourse', 'PriceLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'Kids', 'Coding', '-', 'Beginners', 'CSS']"
PHP & MySQL - Learn The Easy Way. Master PHP & MySQL Quickly,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationLow', 'WebDevelopment', 'PHP', '&', 'MySQL', '-', 'Learn', 'The', 'Easy', 'Way.', 'Master', 'PHP', '&', 'MySQL', 'Quickly']"
Learning Path: Magento: Master and Test Magento 2 with Ease,"['PaidCourse', 'PriceVeryHigh', 'ExpertLevel', 'DurationVeryLow', 'WebDevelopment', 'Learning', 'Path:', 'Magento:', 'Master', 'and', 'Test', 'Magento', '2', 'with', 'Ease']"
The Complete hapiJS Course - Go From Beginner To Advanced!,"['PaidCourse', 'PriceVeryHigh', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'The', 'Complete', 'hapiJS', 'Course', '-', 'Go', 'From', 'Beginner', 'To', 'Advanced!']"
Ruby On Rails For Web Development,"['PaidCourse', 'PriceVeryHigh', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'Ruby', 'On', 'Rails', 'For', 'Web', 'Development']"
Create eye-catching WordPress website from scratch,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'Create', 'eye-catching', 'WordPress', 'website', 'from', 'scratch']"
Become A Web Developer And Seller - Build Websites With HTML,"['PaidCourse', 'PriceVeryHigh', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'Become', 'A', 'Web', 'Developer', 'And', 'Seller', '-', 'Build', 'Websites', 'With', 'HTML']"
WordPress Tips and Tricks,"['PaidCourse', 'PriceVeryHigh', 'IntermediateLevel', 'DurationVeryLow', 'WebDevelopment', 'WordPress', 'Tips', 'and', 'Tricks']"
HTML Tutorials : HTML Code for Website Creating,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'HTML', 'Tutorials', ':', 'HTML', 'Code', 'for', 'Website', 'Creating']"
Complete HTML5 and CSS3 Course +1 Start to Finish Project,"['PaidCourse', 'PriceVeryHigh', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'Complete', 'HTML5', 'and', 'CSS3', 'Course', '+1', 'Start', 'to', 'Finish', 'Project']"
Web Development With HTML CSS BOOTSTRAP JQUERY for Beginners,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'Web', 'Development', 'With', 'HTML', 'CSS', 'BOOTSTRAP', 'JQUERY', 'for', 'Beginners']"
HTML5 Specialist: Comprehensive HTML5 Training,"['PaidCourse', 'PriceLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'HTML5', 'Specialist:', 'Comprehensive', 'HTML5', 'Training']"
CSS and CSS3 For Absolute Beginners,"['PaidCourse', 'PriceLow', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'CSS', 'and', 'CSS3', 'For', 'Absolute', 'Beginners']"
Build a Complete JQuery Plugin (Image Pop-up Dialog),"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'Build', 'a', 'Complete', 'JQuery', 'Plugin', '(Image', 'Pop-up', 'Dialog)']"
How to create HTML Forms,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'How', 'to', 'create', 'HTML', 'Forms']"
ReactJS and Flux: Learn By Building 10 Projects,"['PaidCourse', 'PriceLow', 'AllLevels', 'DurationLow', 'WebDevelopment', 'ReactJS', 'and', 'Flux:', 'Learn', 'By', 'Building', '10', 'Projects']"
How To Make A Business Website In 1 Day With Wix FAST & EASY,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'How', 'To', 'Make', 'A', 'Business', 'Website', 'In', '1', 'Day', 'With', 'Wix', 'FAST', '&', 'EASY']"
PHP Date and Time Course by Edwin Diaz,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'PHP', 'Date', 'and', 'Time', 'Course', 'by', 'Edwin', 'Diaz']"
Start Your Own Forum Website in 15 Minutes ,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'Start', 'Your', 'Own', 'Forum', 'Website', 'in', '15', 'Minutes', '']"
Hit the ground running with AngularJS with Dion Yang,"['PaidCourse', 'PriceLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'Hit', 'the', 'ground', 'running', 'with', 'AngularJS', 'with', 'Dion', 'Yang']"
Learn CSS Transition and Animation ,"['PaidCourse', 'PriceLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'Learn', 'CSS', 'Transition', 'and', 'Animation', '']"
Learn JavaScript from scratch,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'Learn', 'JavaScript', 'from', 'scratch']"
WordPress for Beginners - Tutorial - From Novice to Know-How,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'WordPress', 'for', 'Beginners', '-', 'Tutorial', '-', 'From', 'Novice', 'to', 'Know-How']"
RESTful API with Laravel,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'RESTful', 'API', 'with', 'Laravel']"
Learn Ruby on Rails for Absolute Beginners,"['PaidCourse', 'PriceVeryHigh', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'Learn', 'Ruby', 'on', 'Rails', 'for', 'Absolute', 'Beginners']"
JavaScript Tutorial,"['PaidCourse', 'PriceVeryHigh', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'JavaScript', 'Tutorial']"
Shopping Cart Website from Scratch Ecommerce,"['PaidCourse', 'PriceVeryHigh', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'Shopping', 'Cart', 'Website', 'from', 'Scratch', 'Ecommerce']"
Learn By Example: Angular JS,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'Learn', 'By', 'Example:', 'Angular', 'JS']"
The Complete front end web developer Bootcamp - 14 projects,"['PaidCourse', 'PriceVeryHigh', 'AllLevels', 'DurationLow', 'WebDevelopment', 'The', 'Complete', 'front', 'end', 'web', 'developer', 'Bootcamp', '-', '14', 'projects']"
WordPress LMS: E-Learning Website Made Easy,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'WordPress', 'LMS:', 'E-Learning', 'Website', 'Made', 'Easy']"
Create An HTML5 Video Player From Scratch,"['FreeCourse', '', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'Create', 'An', 'HTML5', 'Video', 'Player', 'From', 'Scratch']"
In Depth Web Development Made Easy,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'In', 'Depth', 'Web', 'Development', 'Made', 'Easy']"
Jquery :basics for beginners,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'Jquery', ':basics', 'for', 'beginners']"
Web Development By Doing: HTML / CSS From Scratch,"['FreeCourse', '', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'Web', 'Development', 'By', 'Doing:', 'HTML', '/', 'CSS', 'From', 'Scratch']"
Build Your First Website in 1 Week with HTML5 and CSS3,"['FreeCourse', '', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'Build', 'Your', 'First', 'Website', 'in', '1', 'Week', 'with', 'HTML5', 'and', 'CSS3']"
"ASP.NET Core MVC, Quick and Practical","['PaidCourse', 'PriceVeryLow', 'IntermediateLevel', 'DurationVeryLow', 'WebDevelopment', 'ASP.NET', 'Core', 'MVC,', 'Quick', 'and', 'Practical']"
Better way towards CSS using Less and Sass,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'Better', 'way', 'towards', 'CSS', 'using', 'Less', 'and', 'Sass']"
JavaScript Complete for beginners with real world Apps,"['PaidCourse', 'PriceMedium', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'JavaScript', 'Complete', 'for', 'beginners', 'with', 'real', 'world', 'Apps']"
Creating a Responsive HTML Email,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'Creating', 'a', 'Responsive', 'HTML', 'Email']"
Angular 2 Demystified,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'Angular', '2', 'Demystified']"
Learn HTML Fast and Easy!,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'Learn', 'HTML', 'Fast', 'and', 'Easy!']"
How To Setup a Micro-Blog in 3 Easy Steps,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'How', 'To', 'Setup', 'a', 'Micro-Blog', 'in', '3', 'Easy', 'Steps']"
Ruby on Rails for Complete Beginners,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'Ruby', 'on', 'Rails', 'for', 'Complete', 'Beginners']"
Wordpress for Non-Technical People,"['PaidCourse', 'PriceHigh', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'Wordpress', 'for', 'Non-Technical', 'People']"
ASP NET CORE - ANGULAR 2 E-Commerce App,"['PaidCourse', 'PriceVeryHigh', 'AllLevels', 'DurationLow', 'WebDevelopment', 'ASP', 'NET', 'CORE', '-', 'ANGULAR', '2', 'E-Commerce', 'App']"
Introductory JavaScript Made Easy Training Tutorial,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationLow', 'WebDevelopment', 'Introductory', 'JavaScript', 'Made', 'Easy', 'Training', 'Tutorial']"
Become a Heroku Rails Ninja: Expert Level Deployment Tools,"['PaidCourse', 'PriceVeryLow', 'IntermediateLevel', 'DurationVeryLow', 'WebDevelopment', 'Become', 'a', 'Heroku', 'Rails', 'Ninja:', 'Expert', 'Level', 'Deployment', 'Tools']"
Complete RESPONSIVE Website Design with HTML5 & CSS3,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'Complete', 'RESPONSIVE', 'Website', 'Design', 'with', 'HTML5', '&', 'CSS3']"
Pimcore Developer: Implement a Blog from a Bootstrap Theme,"['PaidCourse', 'PriceLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'Pimcore', 'Developer:', 'Implement', 'a', 'Blog', 'from', 'a', 'Bootstrap', 'Theme']"
Inspirational Web Development - A Beginner Approach -,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'Inspirational', 'Web', 'Development', '-', 'A', 'Beginner', 'Approach', '-']"
"Learn HTML, A practical guide from scratch to HTML 5","['PaidCourse', 'PriceLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'Learn', 'HTML,', 'A', 'practical', 'guide', 'from', 'scratch', 'to', 'HTML', '5']"
JavaScript Tutorial: Learn JavaScript Code for Beginners,"['PaidCourse', 'PriceVeryLow', 'BeginnerLevel', 'DurationVeryLow', 'WebDevelopment', 'JavaScript', 'Tutorial:', 'Learn', 'JavaScript', 'Code', 'for', 'Beginners']"
Website Secrets: Get a Gorgeous Website on the Cheap,"['PaidCourse', 'PriceVeryLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'Website', 'Secrets:', 'Get', 'a', 'Gorgeous', 'Website', 'on', 'the', 'Cheap']"
Ultimate WordPress Plugin Course,"['PaidCourse', 'PriceLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'Ultimate', 'WordPress', 'Plugin', 'Course']"
PHP for Beginners: How to Build an E-Commerce Store,"['PaidCourse', 'PriceLow', 'AllLevels', 'DurationLow', 'WebDevelopment', 'PHP', 'for', 'Beginners:', 'How', 'to', 'Build', 'an', 'E-Commerce', 'Store']"
"Build Realtime Apps | React Js, Golang & RethinkDB","['PaidCourse', 'PriceLow', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'Build', 'Realtime', 'Apps', '|', 'React', 'Js,', 'Golang', '&', 'RethinkDB']"
"Master Electron: Desktop Apps using HTML, JavaScript & CSS","['PaidCourse', 'PriceHigh', 'IntermediateLevel', 'DurationVeryLow', 'WebDevelopment', 'Master', 'Electron:', 'Desktop', 'Apps', 'using', 'HTML,', 'JavaScript', '&', 'CSS']"
The Complete Web Developer Masterclass: Beginner To Advanced,"['PaidCourse', 'PriceVeryHigh', 'AllLevels', 'DurationHigh', 'WebDevelopment', 'The', 'Complete', 'Web', 'Developer', 'Masterclass:', 'Beginner', 'To', 'Advanced']"
Mastering Micro Services Using Java Spring Boot,"['PaidCourse', 'PriceVeryHigh', 'AllLevels', 'DurationVeryLow', 'WebDevelopment', 'Mastering', 'Micro', 'Services', 'Using', 'Java', 'Spring', 'Boot']"
How to Create A Website: An HTML Tutorial and CSS Tutorial,"['PaidCourse', 'PriceLow', 'AllLevels', 'DurationMedium', 'WebDevelopment', 'How', 'to', 'Create', 'A', 'Website:', 'An', 'HTML', 'Tutorial', 'and', 'CSS', 'Tutorial']"
The Advanced Web Developer Course,"['PaidCourse', 'PriceLow', 'IntermediateLevel', 'DurationLow', 'WebDevelopment', 'The', 'Advanced', 'Web', 'Developer', 'Course']"
